content,score,at,sentiment,processed_content,review_length
"Pembatalan pesanannya sulit,kalau salah beli tidak mudah di batalkan,tidak seperti tuktok shop dan lazada,yg mudah proses pembatalannya.",4,2024-11-14 09:04:27,positive,pembatalan pesanannya sulitkalau salah beli mudah batalkantidak tuktok shop lazadayg mudah prose pembatalannya,136
Saya pengguna baru tapi kok ga ada voucher gratis ongkir atau harga murah ya,1,2024-11-14 08:59:47,negative,pengguna ga voucher grati ongkir harga murah ya,76
mantappp,5,2024-11-14 08:58:36,positive,mantappp,8
manteb,5,2024-11-14 08:51:13,positive,manteb,6
sakjose. fast respon,5,2024-11-14 08:25:21,positive,sakjos fast respon,20
ok banget ni Tokopedia,5,2024-11-14 08:18:33,positive,ok banget ni tokopedia,22
Kurir rekomendasi saat lacak paketan tidak real time. Susah untuk sy sebagai customer untuk ngecheck paket sudah sampai mana.,1,2024-11-14 08:13:27,negative,kurir rekomendasi lacak paketan real time susah sy custom ngecheck paket,125
good,5,2024-11-14 08:11:19,positive,good,4
Yhh h fr r so much more then,5,2024-11-14 08:08:32,positive,yhh h fr r so much more then,28
Kurir rekomendasiny semua lelet 👎,2,2024-11-14 08:01:37,negative,kurir rekomendasini lelet 👎,33
"sangat membantu tuk mengelola financial ku, karena ga dikit barang yg lebih murah daripada yang di dekat rumah, dan bisa ngedapetin barang yg ga ada di sini, yaa walaupun bisa berdampak buruk pada perputaran untuk di daerah ku tapi ya... ku usaha ini ga sering² belanja di luar daerah 😁. Ya intinya aplikasi ini sangat ngebantu lah😄",5,2024-11-14 07:49:29,positive,membantu tuk mengelola financi ku ga dikit barang yg murah rumah ngedapetin barang yg ga yaa berdampak buruk perputaran daerah ku ya ku usaha ga sering² belanja daerah 😁 ya intinya aplikasi ngebantu lah😄,332
jadi gabisa pake gopay coins,2,2024-11-14 07:34:26,negative,gabisa pake gopay coin,28
TOLONG HAPUS AJA JNE DARI PENGIRIMAN,1,2024-11-14 07:23:48,negative,tolong hapu aja jne pengiriman,36
"Kenapa fitur Dropshipnya dihilangkan nyet? Klo gak mau ada yg bandel kayak yg lo jelasin, sistem lo yg dibenerin! Bukan dropshipnya yg diilangin!! Tolol juga.. Ini malah jadi bikin repot orang!!!",1,2024-11-14 07:23:02,negative,fitur dropshipnya dihilangkan nyet klo gak yg bandel kayak yg lo jelasin sistem lo yg dibenerin dropshipnya yg diilangin tolol bikin repot orang,195
Is Ferry good,5,2024-11-14 07:20:39,positive,is ferri good,13
"aplikasinya bagus , cuman banyak seller yang menjual produk palsu, dan packing barang nya lama bisa 1 -2 hari baru di serahkan ke kurir padahal pesan barangnya jam 10 pagi , paket malah di serahin ke kurirnya besok hari nya jam 7 malem , Harusnya kalau ada yang pesan barang, system batal otomatis nya dibuat cepet aja jadi 1 hari , kecuali hari minggu baru 2 hari.",5,2024-11-14 07:18:39,positive,aplikasinya bagu cuman seller menjual produk palsu pack barang nya serahkan kurir pesan barangnya jam pagi paket serahin kurirnya besok nya jam malem pesan barang system batal otomati nya cepet aja kecuali minggu,365
"Penjual satset kirim paket, tapi jasa Pengirimannya yang sangat lama",3,2024-11-14 07:17:58,neutral,penjual satset kirim paket jasa pengirimannya,68
mantap pokok yah... praktis,5,2024-11-14 07:12:43,positive,mantap pokok yah prakti,27
bermanfaat,4,2024-11-14 07:04:05,positive,bermanfaat,10
mantap jalur cepat gak sulit,5,2024-11-14 06:43:02,positive,mantap jalur cepat gak sulit,28
"Andai tokopedia bisa memilih kurir secara manual seperti dulu lagi, pasti 90% pelanggan tokopedia sangat suka dengan tokopedia, sayang sekarang pake kurir rekomendasi yg lemotnya sampe setahun rasanya paketnya ga nyampe², yg pertama kali mengusulkan kurir rekomendasi kurang pintar menurut pelanggan tokopedia alias bikin orang emosi, LIHAT KOMENTAR PELANGGAN TOKPED, KEBANYAKAN MENGELUH KURIR REKOMENDASI, TOLONG SAMPAIKAN KOMENTAR² PARA PELANGGAN TOKPED KE YG PUNYA TOKPED, JANGAN DIAM SAJA",2,2024-11-14 06:42:07,negative,andai tokopedia memilih kurir manual pelanggan tokopedia suka tokopedia sayang pake kurir rekomendasi yg lemotnya samp setahun paketnya ga nyampe² yg kali mengusulkan kurir rekomendasi pintar pelanggan tokopedia alia bikin orang emosi lihat komentar pelanggan tokp kebanyakan mengeluh kurir rekomendasi tolong komentar² pelanggan tokp yg tokp diam,492
oke,5,2024-11-14 06:41:12,positive,oke,3
"Apk sipp, cuma saran aja buat toped, kurir rekomendasi di ilangin aja deh, cuma malah bikin lama pengiriman",4,2024-11-14 06:33:53,positive,apk sipp saran aja tope kurir rekomendasi ilangin aja deh bikin pengiriman,107
Aplikasi sangat menggangu setiap menit iklan ga abis² alhasil saya uninstal intinya apk jelek,1,2024-11-14 06:31:15,negative,aplikasi menggangu menit iklan ga abis² alhasil uninst intinya apk jelek,93
Terimakasi,4,2024-11-14 06:02:08,positive,terimakasi,10
"hallooo...apl disuru update,udh update berkali2 tapi masoh disuru update aja",4,2024-11-14 05:58:01,positive,halloooapl disuru updateudh updat berkali masoh disuru updat aja,76
belanja lebih mudah,5,2024-11-14 05:49:46,positive,belanja mudah,19
jelek,5,2024-11-14 05:25:57,positive,jelek,5
sangat bagus,5,2024-11-14 03:10:30,positive,bagu,12
Bagus ..barang berkualitas harga terjangkau,4,2024-11-14 02:52:30,positive,bagu barang berkualita harga terjangkau,43
Mantap dah,5,2024-11-14 02:31:56,positive,mantap dah,10
"KNAPA SAYA PKE TOKOPEDIA KARNA ADA TIKI NEXT DAY, SKARANG NEXT DAY NYA MALAH DI HILANGKAN HDEH",1,2024-11-14 02:14:24,negative,knapa pke tokopedia karna tiki next day skarang next day nya hilangkan hdeh,94
mantap,5,2024-11-14 02:06:39,positive,mantap,6
Good,5,2024-11-14 01:58:45,positive,good,4
BRING BACK NEXT DAY,1,2024-11-14 01:14:43,negative,bring back next day,19
Good Services,5,2024-11-14 00:52:15,positive,good servic,13
aplikasi sangat membantu,5,2024-11-14 00:51:33,positive,aplikasi membantu,24
"Sekarang sistem cod sudah mulai susah, tiap toko yg menggunakan kata ""bisa cod"" setelah klik barang mau bayar malah gak ada cod nya, dan untuk update pengiriman terlalu lambat saya kira pihak seller yg lama Melakukan pengiriman nya ternyata tokped nya yg lambat update status pengiriman, tolong di perbaiki lagi sistem nya",2,2024-11-14 00:39:42,negative,sistem cod susah toko yg cod klik barang bayar gak cod nya updat pengiriman lambat seller yg pengiriman nya tokp nya yg lambat updat statu pengiriman tolong perbaiki sistem nya,322
lanjutkan,5,2024-11-14 00:34:21,positive,lanjutkan,9
Ok,5,2024-11-14 00:18:42,positive,ok,2
sering banget co di batalkan sistem gjls bngt,1,2024-11-14 00:17:50,negative,banget co batalkan sistem gjl bngt,45
good aplikasi,5,2024-11-14 00:15:48,positive,good aplikasi,13
"Bebas ongkir udah susah ,di batasi ordernya nominal klu sesuai baru dapet ongkir, saya langganan tokopedia udah lama sekarang agak kecewa.tambahin lagi bonus potongan biar tambah langganan",5,2024-11-14 00:12:34,positive,beba ongkir udah susah batasi ordernya nomin klu sesuai dapet ongkir langganan tokopedia udah kecewatambahin bonu potongan biar langganan,188
terbaik lahh,5,2024-11-14 00:12:01,positive,terbaik lahh,12
smg lancar 14.11.24 kam Aamiin,3,2024-11-14 00:05:10,neutral,smg lancar kam aamiin,30
mantap,5,2024-11-13 23:57:48,positive,mantap,6
"Dear Tokopedia, untuk seller yang lama respon kirim barangnya mending batal otomatisnya kalo bisa 1 hari atau max 2 hari lah, jangan sampai 5 hari nunggu batal otomatisnya buang2 waktu, makin kesini toped mengecewakan",2,2024-11-13 23:49:57,negative,dear tokopedia seller respon kirim barangnya mend batal otomatisnya kalo max nunggu batal otomatisnya buang kesini tope mengecewakan,217
Sangat membantu,5,2024-11-13 23:49:33,positive,membantu,15
Tolong perbaiki lg update pengantaran paket dr kurir rekomendasi min,3,2024-11-13 23:40:18,neutral,tolong perbaiki lg updat pengantaran paket dr kurir rekomendasi min,68
"Metode pembayaran tolong dibenerin. susah diakses,ya aamppuuun..",3,2024-11-13 23:33:33,neutral,metod pembayaran tolong dibenerin susah diaksesya aamppuuun,64
Harga Produk Semua Mahal Apa Tidak Ada Harga yang Murah.,5,2024-11-13 23:18:39,positive,harga produk mahal harga murah,56
👍👍👍👍👍,4,2024-11-13 23:06:58,positive,👍👍👍👍👍,5
banyak promonya,5,2024-11-13 22:59:40,positive,promonya,15
Ntah knp Paylater sy tiba² tidak bisa pdhl sekali Belanja Jutaan n byr tepat waktu..cb ngajuin diTolak ..boleh ajukan kembali November 2025 .. hadeh... Kecewa aku sama Tokopedia sejak diperbarui,3,2024-11-13 22:48:19,neutral,ntah knp paylat sy tiba² pdhl belanja jutaan n byr waktucb ngajuin ditolak ajukan novemb hadeh kecewa tokopedia diperbarui,194
Mantap banyak diskon dan promo,4,2024-11-13 22:45:46,positive,mantap diskon promo,30
Semakin hari peraturan semakin mempersulit seller,1,2024-11-13 22:42:48,negative,peraturan mempersulit seller,49
"kambuh lagi pesanan di batalkan sistem,andalan poin m nomor 9..di tanya ga ada kejelasan",1,2024-11-13 22:34:23,negative,kambuh pesanan batalkan sistemandalan poin m nomor ga kejelasan,88
mantap super cepat Joss pokoknya,5,2024-11-13 22:32:25,positive,mantap super cepat joss pokoknya,32
mantap,5,2024-11-13 22:31:15,positive,mantap,6
Okee,5,2024-11-13 22:30:42,positive,oke,4
Pengiriman sering gagal,3,2024-11-13 22:24:43,neutral,pengiriman gagal,23
BURUK... TERTERA COD TAPI GAK BISA COD... PROMO PUN CUMAN OMON OMON DOANG,1,2024-11-13 22:24:39,negative,buruk tertera cod gak cod promo cuman omon omon doang,73
mantap,5,2024-11-13 22:17:52,positive,mantap,6
Tidak dapat mengakses akun Tokopedia,1,2024-11-13 22:07:44,negative,mengaks akun tokopedia,36
Bikin pin aja susah bgt..males,1,2024-11-13 22:03:01,negative,bikin pin aja susah bgtmale,30
"Aplikasi ini ga rekomen untuk belanja online, pelayanannya sangat mengecewakan pembeli, admin Tokopedia slow respon. Saya sebagai pembeli tidak mengajukan retur tapi keterangannya retur. Menyampaikan kurir sudah mengantarkan barang tapi pembeli tidak ada respon padahal saya tidak menerima chat atau tlp dari kurir Tokopedia sama sekali.",1,2024-11-13 21:56:10,negative,aplikasi ga rekomen belanja onlin pelayanannya mengecewakan pemb admin tokopedia slow respon pemb mengajukan retur keterangannya retur kurir mengantarkan barang pemb respon menerima chat tlp kurir tokopedia,337
"Makin jelek pelayanan, barang banyak yang pending gak sampai",2,2024-11-13 21:53:23,negative,jelek pelayanan barang pend gak,60
good,5,2024-11-13 21:51:17,positive,good,4
baguss bangettt,5,2024-11-13 21:51:13,positive,baguss bangettt,15
nice,5,2024-11-13 21:43:59,positive,nice,4
"kalau nggak mampu bikin program diskon gede gk usah ikut""an toko sebelah,udah checkout pake voucher dibatalin semua ,dengan alasan melanggar aturan ,mana topup lewat indomaret akhirnya saldo gk kepake",1,2024-11-13 21:42:30,negative,nggak bikin program diskon gede gk ikutan toko sebelahudah checkout pake voucher dibatalin alasan melanggar aturan topup indomaret saldo gk kepak,200
"Pertama kali transaksi jual barang di Tokopedia tp malah uang a di tahan pdahal pembeli sudah melakukan konfirmasi pesanan, sangat mengecewakan beda dengan shopee yang uang langsung masuk ke saldo penjual ketika pembeli sudah konfirmasi pesanan",1,2024-11-13 21:41:02,negative,kali transaksi jual barang tokopedia tp uang a tahan pdahal pemb konfirmasi pesanan mengecewakan beda shope uang langsung masuk saldo penjual pemb konfirmasi pesanan,244
semoga smkin lancar,5,2024-11-13 21:37:41,positive,semoga smkin lancar,19
good!,5,2024-11-13 21:36:13,positive,good,5
Sangat membantu mempermudah mendapatkan sesuatu,5,2024-11-13 21:35:50,positive,membantu mempermudah,47
Tolong tokopedia ongkirnya lama sekali,4,2024-11-13 21:32:56,positive,tolong tokopedia ongkirnya,38
Susah dapat gratis ongkir tdk kayak shopee,1,2024-11-13 21:29:08,negative,susah grati ongkir tdk kayak shope,42
Belanja oke oke aja,5,2024-11-13 21:11:00,positive,belanja oke oke aja,19
mantap,5,2024-11-13 21:09:57,positive,mantap,6
gooodd,5,2024-11-13 21:07:02,positive,gooodd,6
mantap..,5,2024-11-13 20:58:13,positive,mantap,8
kebijakam tanggal 18 sangat merugikan seler.,1,2024-11-13 20:49:35,negative,kebijakam tanggal merugikan seler,44
"pengiriman lama , kalah sama si hitam dan si oren",2,2024-11-13 20:47:17,negative,pengiriman kalah si hitam si oren,49
Plese deh iklan tokopedia terlalu keseringan plese tolang ini terlalu rusuh,1,2024-11-13 20:32:44,negative,plese deh iklan tokopedia keseringan plese tolang rusuh,75
Gx bisa donlot,5,2024-11-13 20:31:19,positive,gx donlot,14
"Sejak toko saya di tutup saya ga pernah mau lagi belanja di toped , di orange aja",1,2024-11-13 20:28:59,negative,toko tutup ga belanja tope orang aja,81
kenapa masalah vertifikasi data diri selalu tidak bisa selalu ada tulisan ( Verifikasi data diri belum bisa di lanjutkan ),3,2024-11-13 20:28:37,neutral,vertifikasi data tulisan verifikasi data lanjutkan,122
terimakasih Tokopedia telah memberikan rasa kecewa dalam proses pengiriman🙏,1,2024-11-13 20:25:43,negative,terimakasih tokopedia kecewa prose pengiriman🙏,75
ok banget,5,2024-11-13 20:21:12,positive,ok banget,9
"Aplikasi gak mutu. Buatan anak negeri, metode peralihan platform pembayaran aja ribet amat. Mangkanya kalian kalah ama SHOPEE. Enak gak tuh kalah persaingan. Makan itu buat klen...",1,2024-11-13 20:15:47,negative,aplikasi gak mutu buatan anak negeri metod peralihan platform pembayaran aja ribet mangkanya kalah ama shope enak gak tuh kalah persaingan makan klen,180
Bego gabisa daftar,1,2024-11-13 20:09:55,negative,bego gabisa daftar,18
Bgus di tmbh bntang nya..,4,2024-11-13 20:09:12,positive,bgu tmbh bntang nya,25
Sekarang aplikasinya downgrade jadi konyol dari yang bisa split payment skrg payment tunggal.,1,2024-11-13 20:08:11,negative,aplikasinya downgrad konyol split payment skrg payment tunggal,93
diskon kok ilang yah belum di pake perasaan,5,2024-11-13 20:06:25,positive,diskon ilang yah pake perasaan,43
Ga guna voucher diskon g bisa dipake!!!,1,2024-11-13 20:01:34,negative,ga voucher diskon g dipak,39
"Tolong klo untuk pengiriman barang,jangan via exfedisi yg asal''an.exfedisi abal abal,",1,2024-11-13 19:51:53,negative,tolong klo pengiriman barangjangan via exfedisi yg asalanexfedisi abal abal,86
top banget,5,2024-11-13 19:43:18,positive,top banget,10
good,4,2024-11-13 19:40:20,positive,good,4
Moga aplikasix tambah bagus..,5,2024-11-13 19:40:09,positive,moga aplikasix bagu,29
makin lemot aja nih tokopedia hadeh..,3,2024-11-13 19:29:21,neutral,lemot aja nih tokopedia hadeh,37
mantep nyoooohhh,5,2024-11-13 19:24:22,positive,mantep nyoooohhh,16
"Lama-lama saya gak suka sama Tokopedia. Pertama: Saya beli speaker, pas di buka kardusnya penyok dan speakernya retak (dugaan saya retak selama di perjalanan). Kedua: Barang belum saya terima, tapi keterangannya barang telah diterima. Setelah saya komplain, barulah barang datang ke rumah saya. Kecewa sama tokopedia, kurirnya tolong di benerin lagi. Lain kali, kalau barang belum diterima, jangan bilang sudah diterima, dan lebih hati-hati dalam menangani paket.",1,2024-11-13 19:23:42,negative,lamalama gak suka tokopedia beli speaker pa buka kardusnya penyok speakernya retak dugaan retak perjalanan barang terima keterangannya barang diterima komplain barulah barang rumah kecewa tokopedia kurirnya tolong benerin kali barang diterima bilang diterima hatihati menangani paket,463
"Parah, Jrang bgt nemu seller yg bsa kirim orderan di hari yg sama pdahal brang di bayar di bwah jam 12 siang. Butuh 2 hari dari brang dibayar sampe brang diserahkan ke kurir. Blum lagi lama di ekspedisiny. Klo kya gini mah, tinggal nunggu waktu aj tokped ditinggal plangganny",1,2024-11-13 19:19:28,negative,parah jrang bgt nemu seller yg bsa kirim orderan yg pdahal brang bayar bwah jam siang butuh brang dibayar samp brang diserahkan kurir blum ekspedisini klo kya gini mah tinggal nunggu aj tokp ditingg plangganni,275
sangat puas,5,2024-11-13 19:05:32,positive,pua,11
kecewa atas pembelian barang di batalkan oleh toko pedia,1,2024-11-13 18:51:29,negative,kecewa pembelian barang batalkan toko pedia,56
Pokoke bintang 5,5,2024-11-13 18:46:16,positive,pokok bintang,16
sangat membantuu sekali terimakasih banyak,5,2024-11-13 18:39:05,positive,membantuu terimakasih,42
ok,4,2024-11-13 18:38:31,positive,ok,2
"Tolong tingkatkan lagi UX nya min, misal ane mau nyari2 sesuatu, scroll2, ada yang menarik, klik barang A, setelah nya mau kembali lagi. Masak harus nge refresh dari awal?",2,2024-11-13 18:36:12,negative,tolong tingkatkan ux nya min ane nyari scroll menarik klik barang a nya masak nge refresh,171
jos,5,2024-11-13 18:33:44,positive,jo,3
Bagus sekali,5,2024-11-13 18:31:21,positive,bagu,12
banyak iklan 👎👎👎👎👎👎👎,1,2024-11-13 18:29:04,negative,iklan 👎👎👎👎👎👎👎,20
Aplikasi ini sangat jelek masa tiba2 akun di baned gak bisa dapat voucer lagi ngak jelas ini aplikasi mending shopee banyak voucer semua bebas pakek. Plus gratis ongkir unlimited,1,2024-11-13 18:22:52,negative,aplikasi jelek akun bane gak voucer ngak aplikasi mend shope voucer beba pakek plu grati ongkir unlimit,178
Kurir rekomendasi bisa selain JNE nggak? 3 hari status pengiriman masih di Jakarta.,2,2024-11-13 18:20:51,negative,kurir rekomendasi jne nggak statu pengiriman jakarta,83
mantap voucher nyaa,5,2024-11-13 18:09:56,positive,mantap voucher nyaa,19
"Tokopedia yang terbaik ,sukses selalu",5,2024-11-13 18:07:04,positive,tokopedia terbaik suks,37
"suka tp ketika pengiriman lama banget.,bahkan saya memesan sesuatu dateng sampe 3 minggu an dan paling kesal ialah saya ada di rumah tapi kurir tidak mau mengantar nya ke rumah,dari informasi mau di kirimkan ke alamat tapi bener bener tidak ada paket datang dan itulah yang bikin malas belanja disini,tolong dong.",3,2024-11-13 18:04:47,neutral,suka tp pengiriman bangetbahkan memesan dateng samp minggu an kesal rumah kurir mengantar nya rumahdari informasi kirimkan alamat bener bener paket bikin mala belanja disinitolong,313
Dikit² upgrade dikit² upgrade Baru 2minggu yg lalu jg,1,2024-11-13 17:56:24,negative,dikit² upgrad dikit² upgrad minggu yg jg,53
