content,score,at,sentiment,processed_content
Tolong kembalikan fitur Tukar tambah,4,2024-11-22 00:28:54,positive,tolong kembalikan fitur tukar
Kurirnya sumpah asal asalan banget paket sampe gk ngasih kabar tau tau udah dititipn ke orang lain kocak Kalau bisa tokped stop kerja sama sama expedisi SILELET,1,2024-11-21 23:50:31,negative,kurirnya sumpah asalan banget paket samp gk ngasih kabar tau tau udah dititipn orang kocak tokp stop kerja expedisi silelet
"CS NYA TIDAK SOPAN, PENGGUNA SEDANG BERBICARA MALAH DI SILENT, TIDAK DIDENGARKAN, MUNGKIN SUDAH DIAJARI OLEH LEADER MEREKA JANGAN TANGGAPI KOMPLENAN, TERUS SAJA GAS POL TANPA PERHATIKAN KELUHAN PELANGGAN... SEMOGA APK HIJAU INI BISA SEGERA HENGKANG YAAA DARI INDONESIA... MENELAN BANYAK HAK ORANG DAN PELAYANAN SERTA KUALITAS KOMUNIKASI YANG BURUK MALU AH BAYAR ARTIS MAHAL2 KUALITAS PELAYANAN KALAH SAMA WARUNG MADURA",1,2024-11-21 23:47:43,negative,cs nya sopan pengguna berbicara silent didengarkan diajari leader tanggapi komplenan ga pol perhatikan keluhan pelanggan semoga apk hijau hengkang yaaa indonesia menelan hak orang pelayanan kualita komunikasi buruk malu ah bayar arti mahal kualita pelayanan kalah warung madura
Cepat & Mudah,5,2024-11-21 23:19:06,positive,cepat mudah
Tokoped oke mantap pelayanan cepat sayang gopay pinjam nya bunga mahal,5,2024-11-21 23:13:09,positive,tokop oke mantap pelayanan cepat sayang gopay pinjam nya bunga mahal
mantap,5,2024-11-21 23:12:13,positive,mantap
sukses selalu,5,2024-11-21 23:05:12,positive,suks
terimakasih Tokopedia,5,2024-11-21 22:51:18,positive,terimakasih tokopedia
Berat lola lieuurrr,5,2024-11-21 22:33:53,positive,berat lola lieuurrr
mamtap apk nya sekarang ini.. banyak promoan 😃 menyala jiwa emak² ku 😁,5,2024-11-21 22:33:29,positive,mamtap apk nya promoan 😃 menyala jiwa emak² ku 😁
semoga beneran ya dapat minyak nya yg 2L,5,2024-11-21 22:24:34,positive,semoga beneran ya minyak nya yg l
bagus,5,2024-11-21 21:54:40,positive,bagu
mabtap promonya,5,2024-11-21 21:53:49,positive,mabtap promonya
praktis,5,2024-11-21 21:53:30,positive,prakti
Asep Abdul ok.. sangat puas,5,2024-11-21 21:47:55,positive,asep abdul ok pua
"bener"" dapet diskon",4,2024-11-21 21:34:48,positive,bener dapet diskon
semoga selalu murah2.. 😁,5,2024-11-21 21:10:54,positive,semoga murah 😁
Jualan gak nambah untung malah rugi akibat potongan tokopedia gede banget melebihi profit,1,2024-11-21 21:03:53,negative,jualan gak nambah untung rugi akibat potongan tokopedia gede banget melebihi profit
bagus,5,2024-11-21 20:58:57,positive,bagu
"Lambat. Mau refund dana dan ganti nomor aja susah. Chat cs pun respon lama, tunggu 10 menit tapi gk muncul,trus kembali ke apk tokped malah ter keluar fitur chat nya dan seller pun belum muncul untuk membalas",1,2024-11-21 20:41:39,negative,lambat refund dana ganti nomor aja susah chat cs respon tunggu menit gk muncultru apk tokp ter fitur chat nya seller muncul membala
"KNP KERJA SAMA SAMA SICEPAT SI, PAKET REGULER AJA SAMPAI NYA 7 HARI, TERUS YANG HALU NYA 15 HARI",1,2024-11-21 20:33:37,negative,knp kerja sicepat si paket regul aja nya halu nya
Tokopedia layanan tolol bego tokoh gk bisa barang gk sesuai dan kurir lama lemot paket gk Dateng pengambilan dana gk sesuai dengan yang dibeli gk amanah barang gk aman kurir gk berfikir logis,1,2024-11-21 20:29:11,negative,tokopedia layanan tolol bego tokoh gk barang gk sesuai kurir lemot paket gk dateng pengambilan dana gk sesuai dibe gk amanah barang gk aman kurir gk berfikir logi
"Saya tidak suka ini, semua kurir lelet , karena sudah dikota dan belum kirim ke alamat tujuan, dan sebenarnya sudah dekat.",2,2024-11-21 20:19:40,negative,suka kurir lelet dikota kirim alamat tujuan
"Tokopedia makin parah pelayanannya. Saya order harusnya sampai tgl 9 november 2024 namun sampai sekarang belum sampai juga. Saya sudah komplen tapi hanya robot yang respon, aneh sekali",1,2024-11-21 20:15:05,negative,tokopedia parah pelayanannya order tgl novemb komplen robot respon aneh
Error terus masa harus di hapus download lagi terus,1,2024-11-21 20:14:41,negative,error hapu download
"Saya pengguna lama, sungguh kecewa, dapat gratis ongkir atau potongan ongkir reguler dan ekonomi, tapi nyatanya yg ekonomi tidak dapat potongan ongkir, malah yg dapat yg reguler yg mahal, di potong ongkir pun percuma, tetap aja mahal, di kasih diskon pun juga percuma, gk bisa kepakai ke barang, malah cuma buat nutupin ongkir reguler tadi dan biaya administrasi aplikasi, padahal kalau yg ekonomi dapat potongan ongkir, pengguna baru dapat keuntungan sedikit, diskon pun bisa bermanfaat, ini tidak",1,2024-11-21 20:13:11,negative,pengguna sungguh kecewa grati ongkir potongan ongkir regul ekonomi yg ekonomi potongan ongkir yg yg regul yg mahal potong ongkir aja mahal kasih diskon gk kepakai barang nutupin ongkir regul biaya administrasi aplikasi yg ekonomi potongan ongkir pengguna keuntungan diskon bermanfaat
Barang harga murah. Mudah dicari dan dibeli. Paket Barang Pesanan Diantar diterima di tempat alamat sendiri. Hemat waktu sesuai kondisi kota dan jarak antar. 20 11 2024.,5,2024-11-21 20:07:44,positive,barang harga murah mudah dicari dibe paket barang pesanan diantar diterima alamat hemat sesuai kondisi kota jarak
Tokopedia carenya cm pajangan doang..ga direspon komplainnya,1,2024-11-21 20:07:30,negative,tokopedia carenya cm pajangan doangga direspon komplainnya
"Pengguna sejak lama, diskon dan gratis ongkir adalah fitur utama, tapi sekarang tokopedia udah beda, ongkir ekonomi sudah tidak dapat potongan lagi, yg dapat potongan hanya reguler yg terkenal mahal, di potong ongkir pun percuma, di kasih diskon pun juga percuma, gk terpakai, cuma buat nutupi biaya ongkir dan administrasi aplikasi, jadi fungsi diskon ini hanya buat biaya yg tidak berkaitan dengan barangnya, melainkan jasa nya, kok aneh aja gitu sistem nya, dulu gk kayak gini, kecewa bener dah",1,2024-11-21 20:05:30,negative,pengguna diskon grati ongkir fitur utama tokopedia udah beda ongkir ekonomi potongan yg potongan regul yg terken mahal potong ongkir kasih diskon gk terpakai nutupi biaya ongkir administrasi aplikasi fungsi diskon biaya yg berkaitan barangnya jasa nya aneh aja gitu sistem nya gk kayak gini kecewa bener dah
mudah dalam beli barang sangat rekomendasi memakai aplikasi ini,5,2024-11-21 19:55:59,positive,mudah beli barang rekomendasi memakai aplikasi
ok,4,2024-11-21 19:49:40,positive,ok
mantap,5,2024-11-21 19:43:46,positive,mantap
diskon mampus,5,2024-11-21 19:38:38,positive,diskon mampu
BANYAK BANGET IKLANNYA DI APLIKASI LAINN😡😡😡🤬🤬😡,1,2024-11-21 19:23:10,negative,banget iklannya aplikasi lainn😡😡😡🤬🤬😡
oke,5,2024-11-21 19:13:45,positive,oke
bnyak promo,5,2024-11-21 19:08:02,positive,bnyak promo
aplikasi yang sangat membantu,5,2024-11-21 19:07:46,positive,aplikasi membantu
"Gausah pake ekpedisi id express Kenapa sih pengiriman sering telat lama sekali lacak paket juga tidak update Sudah 2x barang saya hilang tidak sampai Proses klaim komplain juga lama tidak ada solusi, jadi ragu belanja di sini masih mending toko sebelah, kecewa saya dengan tokopedia yang sekarang makin kesini pelayanan makin buruk",1,2024-11-21 19:06:05,negative,gausah pake ekpedisi id express sih pengiriman telat lacak paket updat x barang hilang prose klaim komplain solusi ragu belanja mend toko sebelah kecewa tokopedia kesini pelayanan buruk
Beberapa kali mwlenggunakan gratis ongkir tp expedisi (id express) sangat lambat n sering terjadi kesalahan. Beberapa kali komplain tetap terjadi lagi.,2,2024-11-21 19:04:00,negative,kali mwlenggunakan grati ongkir tp expedisi id express lambat n kesalahan kali komplain
masih pemula pake Tokopedia. mudah mudahan bagus seterusnya,5,2024-11-21 18:49:24,positive,pemula pake tokopedia mudah mudahan bagu
"Tokopedia itu seringnya terjadi pembatalan sepihak mau belanja di akun yg berbeda, klo alamat sama yg satu di batalkan, proses pengemasan lama",2,2024-11-21 18:16:45,negative,tokopedia pembatalan belanja akun yg berbeda klo alamat yg batalkan prose pengemasan
semoga dapet bonus murah' amiin😁😁,5,2024-11-21 17:18:38,positive,semoga dapet bonu murah amiin😁😁
"beli barang di Tokopedia dicancel penjual, ganti barang yng sama di penjual lain, terselesaikan dng baik lewat saldo refund tokopedia. terima kasih .",5,2024-11-21 16:53:20,positive,beli barang tokopedia dicancel penjual ganti barang yng penjual terselesaikan dng saldo refund tokopedia terima kasih
"CPT, tepat, sigap",5,2024-11-21 16:19:50,positive,cpt sigap
sangat membantu,5,2024-11-21 16:19:22,positive,membantu
Kupon nya tidak bisa digunakan 😡,1,2024-11-21 16:19:03,negative,kupon nya 😡
ok banget. mudah dan simpel,5,2024-11-21 16:18:18,positive,ok banget mudah simpel
"Aplikasi paling lambat pengantaran nya,ngk tau salah dikurirnya atau sistem aplikasi, setelah brang pesanan saya datang,sumpah gw hapus aplikasi ini,ga bermutu banget,menui memori hp saja.",1,2024-11-21 16:10:26,negative,aplikasi lambat pengantaran nyangk tau salah dikurirnya sistem aplikasi brang pesanan datangsumpah gw hapu aplikasi iniga bermutu bangetmenui memori hp
"Secara pilihan barang , okelah , variatif. Tapi kurang efektif utk pembelian kebutuhan kantor yang banyak sehingga perlu create beberapa akun krn maksimal transaksi hny 20 toko. Bbrp kali transaksi sering dibatalkan tokopedia krn pelanggaran memiliki akun yang mirip, kalau memang kebutuhan banyak apakah tdk bisa belanja dr bbrp akun? Complain tokopedi care tidak ada solusi/penjelasan yang menjawab . Semoga ada yang bisa bantu menjelaskan",4,2024-11-21 16:10:00,positive,pilihan barang okelah variatif efektif utk pembelian kebutuhan kantor creat akun krn maksim transaksi hni toko bbrp kali transaksi dibatalkan tokopedia krn pelanggaran memiliki akun kebutuhan tdk belanja dr bbrp akun complain tokopedi care solusipenjelasan semoga bantu
bagus sekali,5,2024-11-21 16:04:39,positive,bagu
mantap puas sekali,5,2024-11-21 15:59:58,positive,mantap pua
bagus,5,2024-11-21 15:58:14,positive,bagu
Iklan Ra berguna bagi kita lek,1,2024-11-21 15:33:47,negative,iklan ra berguna lek
tokopedia bagus amanah,5,2024-11-21 15:25:08,positive,tokopedia bagu amanah
bagus,5,2024-11-21 15:02:19,positive,bagu
"Tolong kepada tokopedia untuk membuat cara supaya kurir dan pembeli dapat melakukan interaksi tanpa harus menggunakan nomor WA, seperti aplikasi ojek online sebelah melakukan interaksi antara konsumen dan driver diapknya lgsg. Saya pesan paket tapi direturn karna chat wanya tertimbun, nomor yg saya gunakan memang digunakan untuk melakukan aktifitas sehari"", alhasil paket saya tidak kunjung datang, padahal saya sudah menunggu paket tersebut dari hari pemesanan.",4,2024-11-21 14:51:08,positive,tolong tokopedia kurir pemb interaksi nomor wa aplikasi ojek onlin sebelah interaksi konsumen driver diapknya lgsg pesan paket direturn karna chat wanya tertimbun nomor yg aktifita sehari alhasil paket kunjung menunggu paket pemesanan
"Iklan-iklan TOKOPEDIA di saat klik browsing adalah terkesan memaksakan pelanggan utk segera membeli bg yg sudah menjadi pelanggan & memasang aplikasi tokopedia MERUPAKAN PERILAKU BURUK,MENJENGKELKAN,MENYEBALKAN & SANGAT TIDAK SIMPATIK BAGI PELANGGAN TOKOPEDIA SENDIRI.. YAA PERILAKU BRENGSEK LAH GITU",1,2024-11-21 14:48:09,negative,iklaniklan tokopedia klik brows terkesan memaksakan pelanggan utk memb bg yg pelanggan memasang aplikasi tokopedia perilaku burukmenjengkelkanmenyebalkan simpatik pelanggan tokopedia yaa perilaku brengsek gitu
mantap tokopedia,5,2024-11-21 14:47:20,positive,mantap tokopedia
Oke,5,2024-11-21 14:42:37,positive,oke
mantapp,5,2024-11-21 14:27:23,positive,mantapp
good the best,5,2024-11-21 13:52:29,positive,good the best
"Kenapa saya mau pakai aplikasi nya malah loading padahal wifi aman2 saja, saya uninstall dan install ulang malah loginnya yang susah.",2,2024-11-21 13:29:05,negative,pakai aplikasi nya load wifi aman uninstal instal ulang loginnya susah
"korban ke sekian kali stlh baca ulasan... lebih dr estimasi tiba,paket pun ga jelas sampe kpn? payahhh berat nie... autodelete app",1,2024-11-21 13:28:24,negative,korban sekian kali stlh baca ulasan dr estimasi tibapaket ga samp kpn payahhh berat nie autodelet app
nice,5,2024-11-21 13:05:50,positive,nice
mantapp,5,2024-11-21 12:54:36,positive,mantapp
"terima kasih,pembayaran sangat mudah",5,2024-11-21 12:45:52,positive,terima kasihpembayaran mudah
Publikasihkan sematkan mendukung live promosi iklan ads manejer selalu aktip membantu di sematkan,5,2024-11-21 12:38:22,positive,publikasihkan sematkan mendukung live promosi iklan ad manej aktip membantu sematkan
"Sangat tidak di sarankan memesan hp di Tokopedia, barang saya sudah 4 hari di gerai terus",1,2024-11-21 12:18:31,negative,sarankan memesan hp tokopedia barang gerai
Bagus,5,2024-11-21 12:09:57,positive,bagu
"mantul,tidak perlu pergi2 cukup belanja dari rumah",5,2024-11-21 12:01:42,positive,mantultidak pergi belanja rumah
Makin kesini pengirimannya makin lambat,1,2024-11-21 11:55:03,negative,kesini pengirimannya lambat
semoga selalu banjir promo,5,2024-11-21 11:52:39,positive,semoga banjir promo
"Selama bertahun-tahun saya menggunakan aplikasi ini, baru kali ini saya kecewa dengan pelayanan after sales customernya. Saya mempunyai masalah yang cukup rumit, tapi tidak ada service bantuan yang sesuai semua dilakukan oleh bot yang jawaban nya tidak sesuai yang saya mau. Tidak ada nomor customer service yang bisa dihubungi juga. Intinya saya sangat sangat kecewa sampai hari ini belum ada solusi dari pihak tokopedia untuk masalah saya padahal dana sudah terpotong belum ada refund/solusi lain.",1,2024-11-21 11:49:27,negative,bertahuntahun aplikasi kali kecewa pelayanan after sale customernya rumit servic bantuan sesuai bot nya sesuai nomor custom servic dihubungi intinya kecewa solusi tokopedia dana terpotong refundsolusi
"Tokopedia Aplikasi OLSHOP tersampah yg saya gunakan, pantesan kalah Ama Shopee dan Lazada Pertama Enggak Ramah terhadap User COD, Kedua Jasa krim yg direkomendasikan selalu yg terburuk, Ketiga gratis Ongkirnya kebanyakan Gimik, Keempat komplain enggak pernah ditanggapi oleh manusia Malah selalu BOT YG menjawab Kelima jaminan barang tepat waktu terlalu nge gacha Katanya TOKOPEDIA itu aplikasi olshop mendukung pruduk local, malahan si shopee yg mendukung penduduk lokal 😒👎🏻👎🏻👎🏻👎🏻",1,2024-11-21 11:46:00,negative,tokopedia aplikasi olshop tersampah yg pantesan kalah ama shope lazada ramah user cod jasa krim yg direkomendasikan yg terburuk ketiga grati ongkirnya kebanyakan gimik keempat komplain ditanggapi manusia bot yg jaminan barang nge gacha tokopedia aplikasi olshop mendukung pruduk local si shope yg mendukung penduduk lokal 😒👎🏻👎🏻👎🏻👎🏻
Jadi takut belanja ditoko pedia/tokopedia gak memihak kepembeli. Belanja barang sama tokonya dikasih barang gak sesuai di etalase dan harga barang yang dikirim sangat murah. Sudah di komplen ke tokopedia. Solusi pembeli harus mengembalikan barang bukan dijemput barangnya. Dikira kurang kerjaan apa .,1,2024-11-21 11:45:16,negative,takut belanja ditoko pediatokopedia gak kepemb belanja barang tokonya dikasih barang gak sesuai etalas harga barang dikirim murah komplen tokopedia solusi pemb mengembalikan barang dijemput barangnya kerjaan
ok bgtttttttttt,5,2024-11-21 11:39:26,positive,ok bgtttttttttt
toped amanah...reaksi cepat..,5,2024-11-21 11:35:59,positive,tope amanahreaksi cepat
sangat baik murah banyak potongan nya,5,2024-11-21 11:04:38,positive,murah potongan nya
tokopedia care sangat membantu pembeli,5,2024-11-21 10:51:51,positive,tokopedia care membantu pemb
nice,5,2024-11-21 10:47:52,positive,nice
makasih bgt min udah direspon sejauh ini sekarang aku rating 4 bintang tabungan emas ku udh selesai nih masalah nya tinggal saldo rekasdana ku yg belum hehehe semoga secepatnya yaaa makasih min tokped👊🏻,4,2024-11-21 10:40:32,positive,makasih bgt min udah direspon rate bintang tabungan ema ku udh selesai nih nya tinggal saldo rekasdana ku yg heheh semoga secepatnya yaaa makasih min tokped👊🏻
mudah penggunaan nya,5,2024-11-21 10:34:59,positive,mudah penggunaan nya
ok,5,2024-11-21 10:34:23,positive,ok
peforma oke,5,2024-11-21 10:33:53,positive,peforma oke
murah2 harganya. mantap full lah,5,2024-11-21 10:24:39,positive,murah harganya mantap full
mantap,5,2024-11-21 10:24:24,positive,mantap
"Stop kerjasama dengan expedisi REX 10 ,Pengiriman tidak masuk akal ,resi tidak terupdate waktu sangat sangat lama !!",1,2024-11-21 10:24:14,negative,stop kerjasama expedisi rex pengiriman masuk akal resi terupd
Tokopedia care responnya lambat,2,2024-11-21 10:23:17,negative,tokopedia care responnya lambat
mantap,5,2024-11-21 10:17:26,positive,mantap
Akun saya tidak pernah dapat gratis ongkir,1,2024-11-21 10:10:16,negative,akun grati ongkir
keren,5,2024-11-21 10:07:18,positive,keren
"Barang hilang, diminta refund, tapi sampai batas tanggal belum ada refundnya. Sudah menghubungi costumer care, tp cuma disuruh nunggu, bahkan tidak di respon",1,2024-11-21 09:53:44,negative,barang hilang refund bata tanggal refundnya menghubungi costum care tp disuruh nunggu respon
mantaap,5,2024-11-21 09:51:53,positive,mantaap
sangatt cepat,5,2024-11-21 09:47:28,positive,sangatt cepat
"sistem proses order otomatis yg diberlakukan tokped merugikan buyer&seller. seller tidak membuat keputusan untuk acc pesanan atau tidak, karena sistemnya dibuat otomatis. ini jadi masalah baru apabila toko tidak aktif, akan tetapi pesanan otomatis terproses. hal ini merugikan konsumen ketika mengajukan cancel toko tidak aktif. dan ketika menghubungi cs tokped mereka tidak mau mengcancel alasanny krn membutuhkan persetujuan seller yg bahkan dari awal tidak membuat keputusan acc orderan tersebut.",1,2024-11-21 09:44:44,negative,sistem prose order otomati yg diberlakukan tokp merugikan buyersel seller keputusan acc pesanan sistemnya otomati toko aktif pesanan otomati terpros merugikan konsumen mengajukan cancel toko aktif menghubungi cs tokp mengcancel alasanni krn membutuhkan persetujuan seller yg keputusan acc orderan
